商品编号	商品名称	品牌编号	品牌英文名称	品牌中文名称	商品性别	商品商城分类编号	商品商城分类名称
30016359	男士斜挎包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	1	A02B01C04D01	男士斜挎包
30016345	男士双肩包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	1	A02B01C05D01	男士双肩包
30016333	男士手提包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	1	A02B01C01D01	男士手提包
30016332	男士手提包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	1	A02B01C01D01	男士手提包
30016329	男士短款钱夹	B0109	BALLY	巴利	1	A02B01C15D02	短款钱夹
30016327	男士卡夹	B0109	BALLY	巴利	1	A02B01C08D01	小型配件
30016282	女士手提包	B0373	ARMANI JEANS		0	A01B01C01D01	手提包
30016281	女士手提包	B0373	ARMANI JEANS		0	A01B01C01D01	手提包
30016277	女士斜挎包	B0373	ARMANI JEANS		0	A01B01C48D01	斜挎包
30016273	女士手提包	B0373	ARMANI JEANS		0	A01B01C01D01	手提包
30016272	女士手提包	B0373	ARMANI JEANS		0	A01B01C01D01	手提包
30016271	女士手提包	B0373	ARMANI JEANS		0	A01B01C01D01	手提包
30016259	女士手提包	B0373	ARMANI JEANS		0	A01B01C01D01	手提包
30016253	女士手提包	B0373	ARMANI JEANS		0	A01B01C01D01	手提包
30016251	女士手提包	B0373	ARMANI JEANS		0	A01B01C01D01	手提包
30016250	女士手提包	B0373	ARMANI JEANS		0	A01B01C01D01	手提包
30016248	女士手提包	B0373	ARMANI JEANS		0	A01B01C01D01	手提包
30016231	风衣	B0210	ALLAIRE	艾奈尔	0	A01B02C03D10	风衣
30016226	毛织开衫	B0210	ALLAIRE	艾奈尔	0	A01B02C71D01	针织毛衣
30016223	连衣裙	B0210	ALLAIRE	艾奈尔	0	A01B02C39D01	连衣裙
30016220	毛织开衫	B0210	ALLAIRE	艾奈尔	0	A01B02C71D01	针织毛衣
30016218	连衣裙	B0210	ALLAIRE	艾奈尔	0	A01B02C39D01	连衣裙
30016208	包扣套头毛衫	B0210	ALLAIRE	艾奈尔	0	A01B02C71D01	针织毛衣
30016207	女士系带保暖及膝靴	B02579	MOON BOOT	月亮靴	0	A01B03C52D01	及膝靴
30016206	女士系带太空及膝靴	B02579	MOON BOOT	月亮靴	0	A01B03C52D01	及膝靴
30016205	女士系带保暖及膝靴	B02579	MOON BOOT	月亮靴	0	A01B03C52D01	及膝靴
30016204	女士山羊皮毛一体及膝靴	B02579	MOON BOOT	月亮靴	0	A01B03C52D01	及膝靴
30016203	女士系带太空及膝靴	B02579	MOON BOOT	月亮靴	0	A01B03C52D01	及膝靴
30016202	女士系带太空及膝靴	B02579	MOON BOOT	月亮靴	0	A01B03C52D01	及膝靴
30016201	女士及膝靴	B02579	MOON BOOT	月亮靴	0	A01B03C52D01	及膝靴
30016200	女士及膝靴	B02579	MOON BOOT	月亮靴	0	A01B03C52D01	及膝靴
30016199	女士及膝靴	B02579	MOON BOOT	月亮靴	0	A01B03C52D01	及膝靴
30016198	女士系带太空及膝靴	B02579	MOON BOOT	月亮靴	0	A01B03C52D01	及膝靴
30016197	女士系带太空及膝靴	B02579	MOON BOOT	月亮靴	0	A01B03C52D01	及膝靴
30016196	女士优雅简约全皮手拿包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	0	A01B01C55D01	手拿包
30016195	女士简约全皮手拿包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	0	A01B01C55D01	手拿包
30016194	女士优雅全皮手拎包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	0	A01B01C01D01	手提包
30016193	男士牛皮钥匙包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	1	A02B01C09D01	男士钥匙包
30016192	男士简约牛皮卡片夹	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	1	A02B01C08D01	小型配件
30016191	女士个性链条手拿包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	0	A01B01C55D01	手拿包
30016190	女士个性链条手拿包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	0	A01B01C55D01	手拿包
30016189	女士个性链条手拿包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	0	A01B01C55D01	手拿包
30016188	女士个性链条单肩小包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	0	A01B01C47D01	单肩包
30016187	女士个性链条单肩小包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	0	A01B01C47D01	单肩包
30016186	女士个性链条单肩小包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	0	A01B01C47D01	单肩包
30016185	女士个性链条单肩小包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	0	A01B01C47D01	单肩包
30016184	女士个性链条单肩小包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	0	A01B01C47D01	单肩包
30016183	女士个性款链条单肩小包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	0	A01B01C47D01	单肩包
30016182	女士个性链条单肩包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	0	A01B01C47D01	单肩包
30016181	男士浮雕菱格纹卡片夹	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	1	A02B01C08D01	小型配件
30016180	男士浮雕菱格纹短款钱夹	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	1	A02B01C15D02	短款钱夹
30016179	男士浮雕菱格纹长翻盖钱夹	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	1	A02B01C15D01	长款钱夹
30016178	男士成熟压纹邮差包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	1	A02B01C04D01	男士斜挎包
30016177	男士简约压纹斜挎包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	1	A02B01C04D01	男士斜挎包
30016176	男士压纹斜挎包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	1	A02B01C04D01	男士斜挎包
30016175	男士压纹斜挎包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	1	A02B01C04D01	男士斜挎包
30016174	女士轻便小巧压纹手拿包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	0	A01B01C55D01	手拿包
30016173	女士压纹手拿包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	0	A01B01C55D01	手拿包
30016172	女士成熟压纹手拎包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	0	A01B01C01D01	手提包
30016171	男士简约压纹手拎包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	1	A02B01C01D01	男士手提包
30016170	男士成熟压纹公文包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	1	A02B01C03D01	男士公文包
30016169	男士压纹短款翻盖钱夹	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	1	A02B01C15D02	短款钱夹
30016168	男士压纹短款翻盖钱夹	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	1	A02B01C15D02	短款钱夹
30016167	男士压纹短款翻盖钱夹	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	1	A02B01C15D02	短款钱夹
30016166	男士压纹短款翻盖钱夹	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	1	A02B01C15D02	短款钱夹
30016165	男士压纹长款拉链钱夹	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	1	A02B01C15D01	长款钱夹
30016164	男士压纹扁平斜挎包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	1	A02B01C04D01	男士斜挎包
30016163	男士简约斜挎包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	1	A02B01C04D01	男士斜挎包
30016162	女士彩压纹贝壳手拎包	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	0	A01B01C01D01	手提包
30016161	女士彩压纹短拉链钱夹	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	0	A01B01C58D02	短款钱夹
30016160	女士彩压纹长款拉链钱夹	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	0	A01B01C58D01	长款钱夹
30016159	女士彩压纹长翻盖长款钱夹	B0001	EMPORIO ARMANI	安普里奥·阿玛尼	0	A01B01C58D01	长款钱夹
30016158	男士长袖衬衫	B0005	BURBERRY	博柏利	1	A02B02C52D01	长袖衬衫
30016157	男士长袖衬衫	B0005	BURBERRY	博柏利	1	A02B02C52D01	长袖衬衫
30016156	男士毛衣	B0005	BURBERRY	博柏利	1	A02B02C47D04	时尚运动
30016155	男士毛衣	B0287	ALEXANDER MCQUEEN	亚历山大·麦昆	1	A02B02C47D04	时尚运动
30016154	男士毛衣	B0002	PRADA	普拉达	1	A02B02C47D04	时尚运动
30016153	男士高领毛衣	B0002	PRADA	普拉达	1	A02B02C47D04	时尚运动
30016152	男士毛衣	B0002	PRADA	普拉达	1	A02B02C47D04	时尚运动
30016151	男士毛衣	B0287	ALEXANDER MCQUEEN	亚历山大·麦昆	1	A02B02C47D04	时尚运动
30016150	男士拼色毛衣	B0287	ALEXANDER MCQUEEN	亚历山大·麦昆	1	A02B02C47D04	时尚运动
30016149	男士毛衣	B0002	PRADA	普拉达	1	A02B02C47D04	时尚运动
30016148	男士开衫毛衣	B0002	PRADA	普拉达	1	A02B02C47D04	时尚运动
30016147	男士毛衣	B0002	PRADA	普拉达	1	A02B02C47D04	时尚运动
30016146	男士毛衣	B0005	BURBERRY	博柏利	1	A02B02C47D04	时尚运动
30016145	男士毛衣	B0002	PRADA	普拉达	1	A02B02C47D04	时尚运动
30016144	男士毛衣	B0002	PRADA	普拉达	1	A02B02C47D04	时尚运动
30016143	男士开衫毛衣	B0002	PRADA	普拉达	1	A02B02C47D04	时尚运动
30016142	男士毛衣	B0287	ALEXANDER MCQUEEN	亚历山大·麦昆	1	A02B02C47D04	时尚运动
30016141	男士拼接毛衣	B0002	PRADA	普拉达	1	A02B02C47D04	时尚运动
30016140	男士毛衣	B0002	PRADA	普拉达	1	A02B02C47D04	时尚运动
30016139	男士毛衣	B0002	PRADA	普拉达	1	A02B02C47D04	时尚运动
30016138	男士毛衣	B0287	ALEXANDER MCQUEEN	亚历山大·麦昆	1	A02B02C47D04	时尚运动
30016137	男士毛衣	B0002	PRADA	普拉达	1	A02B02C47D04	时尚运动
30016136	男士毛衣	B0002	PRADA	普拉达	1	A02B02C47D04	时尚运动
30016135	男士毛衣	B0002	PRADA	普拉达	1	A02B02C47D04	时尚运动
30016134	男士开衫毛衣	B0002	PRADA	普拉达	1	A02B02C47D04	时尚运动
30016133	男士内胆可卸风衣	B0005	BURBERRY	博柏利	1	A02B02C57D01	风衣
30016132	男士套装西装	B0006	BALENCIAGA	巴黎世家	1	A02B02C47D04	时尚运动
30016131	男士套装西装	B0006	BALENCIAGA	巴黎世家	1	A02B02C47D04	时尚运动
30016130	男士套装西装	B0006	BALENCIAGA	巴黎世家	1	A02B02C47D04	时尚运动
30016129	男士绒夹克	B0002	PRADA	普拉达	1	A02B02C54D01	夹克
30016128	男士皮领夹克	B0002	PRADA	普拉达	1	A02B02C54D01	夹克
30016127	男士夹克	B0002	PRADA	普拉达	1	A02B02C54D01	夹克
30016126	男士夹克	B0002	PRADA	普拉达	1	A02B02C54D01	夹克
30016125	男士针织夹克	B0002	PRADA	普拉达	1	A02B02C54D01	夹克
30016124	男士针织拼接夹克	B0002	PRADA	普拉达	1	A02B02C54D01	夹克
30016123	男士针织夹克	B0002	PRADA	普拉达	1	A02B02C54D01	夹克
30016122	男士两面棉服	B0002	PRADA	普拉达	1	A02B02C47D04	时尚运动
30016121	男士棉服	B0002	PRADA	普拉达	1	A02B02C47D04	时尚运动
30016120	男士薄棉夹克	B0002	PRADA	普拉达	1	A02B02C54D01	夹克
30016119	男士棉服	B0002	PRADA	普拉达	1	A02B02C47D04	时尚运动
30016118	男士棉服	B0002	PRADA	普拉达	1	A02B02C47D04	时尚运动
30016117	男士薄棉夹克	B0002	PRADA	普拉达	1	A02B02C54D01	夹克
30016116	男士羽绒服	B0009	FENDI	芬迪	1	A02B02C45D04	羽绒服
30016115	男士两面羽绒服	B0287	ALEXANDER MCQUEEN	亚历山大·麦昆	1	A02B02C45D04	羽绒服
30016114	男士羽绒服	B0002	PRADA	普拉达	1	A02B02C45D04	羽绒服
30016113	男士羽绒服	B0002	PRADA	普拉达	1	A02B02C45D04	羽绒服
30016112	男士羽绒服	B0002	PRADA	普拉达	1	A02B02C45D04	羽绒服
30016111	男士羽绒服	B0002	PRADA	普拉达	1	A02B02C45D04	羽绒服
30016110	男士羽绒服	B0002	PRADA	普拉达	1	A02B02C45D04	羽绒服
30016109	男士羽绒马甲	B0002	PRADA	普拉达	1	A02B02C45D04	羽绒服
30016108	男士羽绒服	B0002	PRADA	普拉达	1	A02B02C45D04	羽绒服
30016107	男士羽绒服	B0002	PRADA	普拉达	1	A02B02C45D04	羽绒服
30016106	女士手提包	B0003	GUCCI	古驰	0	A01B01C01D01	手提包
30016105	女士手提包	B0073	COACH	蔻驰	0	A01B01C01D01	手提包
30016104	女士新款韩版时尚五角星拼色内增高休闲鞋	B2129	WOOS BOBO		0	A01B03C04D01	系带鞋
30016103	女士新款韩版时尚花朵透气拼色休闲鞋	B2129	WOOS BOBO		0	A01B03C04D01	系带鞋
30016102	女士新款韩版时尚网面透气拼色休闲鞋	B2129	WOOS BOBO		0	A01B03C04D01	系带鞋
30016101	女士新款韩版时尚拼色系带韩版内增高透气休闲鞋	B2129	WOOS BOBO		0	A01B03C04D01	系带鞋
30016100	女士新款韩版时尚网布透气系带白色内增高休闲鞋	B2129	WOOS BOBO		0	A01B03C04D01	系带鞋
30016099	女士新款韩版时尚网布透气系带黑色内增高休闲鞋	B2129	WOOS BOBO		0	A01B03C04D01	系带鞋
30016098	女士新款真皮蕾丝大花黑色系带运动休闲鞋	B2129	WOOS BOBO		0	A01B03C34D05	牛津鞋
30016097	女士新款真皮蕾丝大花红色系带运动休闲鞋	B2129	WOOS BOBO		0	A01B03C04D01	系带鞋
30016096	女士新款真皮美国之星荧光金色魔术贴运动休闲鞋	B2129	WOOS BOBO		0	A01B03C34D05	牛津鞋
30016095	女士新款真皮美国之星荧光黑色魔术贴运动休闲鞋	B2129	WOOS BOBO		0	A01B03C34D05	牛津鞋
30016094	女士新款黑色真皮炫彩马毛撞色休闲鞋	B2129	WOOS BOBO		0	A01B03C04D01	系带鞋
30016093	女士新款红色真皮炫彩马毛撞色休闲鞋	B2129	WOOS BOBO		0	A01B03C04D01	系带鞋
30016092	女士新款真皮蝴蝶印花白色乐福鞋	B2129	WOOS BOBO		0	A01B03C34D05	牛津鞋
30016091	女士新款真皮蝴蝶印花黑色乐福鞋	B2129	WOOS BOBO		0	A01B03C34D05	牛津鞋
30016090	女士新款真皮蕾丝大花黑色乐福鞋	B2129	WOOS BOBO		0	A01B03C34D05	牛津鞋
30016089	女士新款真皮蕾丝大花红色乐福鞋	B2129	WOOS BOBO		0	A01B03C34D05	牛津鞋
30016088	女士新款真皮美国之星荧光黑色系带运动休闲鞋	B2129	WOOS BOBO		0	A01B03C34D05	牛津鞋
30016087	女士新款真皮美国之星荧光金色系带运动休闲鞋	B2129	WOOS BOBO		0	A01B03C34D05	牛津鞋
30016086	女士新款真皮美国之星荧光透明金色系带运动休闲鞋	B2129	WOOS BOBO		0	A01B03C04D01	系带鞋
30016085	女士新款真皮美国之星荧光金色透明乐福鞋	B2129	WOOS BOBO		0	A01B03C34D05	牛津鞋
30016084	女士新款真皮美国之星荧光金色透明乐福鞋	B2129	WOOS BOBO		0	A01B03C34D05	牛津鞋
30016083	女士新款真皮designer白色眼睛乐福鞋	B2129	WOOS BOBO		0	A01B03C34D05	牛津鞋
30016082	女士新款真皮designer黄色眼睛乐福鞋	B2129	WOOS BOBO		0	A01B03C34D05	牛津鞋
30016081	女士明星时尚款真皮缓震透气内增高舒适轻便休闲潮鞋	B2129	WOOS BOBO		0	A01B03C04D01	系带鞋
30016080	女士明星设计师款真皮格纹时尚运动系带内增高舒适休闲潮鞋	B2129	WOOS BOBO		0	A01B03C04D01	系带鞋
30016079	女士明星时尚款真皮炫彩运动系带内增高舒适休闲潮鞋	B2129	WOOS BOBO		0	A01B03C04D01	系带鞋
30016078	女士明星设计师款真皮拼接时尚运动内增高舒适休闲潮鞋	B2129	WOOS BOBO		0	A01B03C04D01	系带鞋
30016077	女士手提包	B0073	COACH	蔻驰	0	A01B01C01D01	手提包
30016076	女士手提包	B0073	COACH	蔻驰	0	A01B01C01D01	手提包
30016075	女士手提包	B0073	COACH	蔻驰	0	A01B01C01D01	手提包
30016073	女士中低跟	B0084	SALVATORE FERRAGAMO	菲拉格慕	0	A01B03C41D01	中低跟鞋
30016072	女士中低跟	B0084	SALVATORE FERRAGAMO	菲拉格慕	0	A01B03C41D01	中低跟鞋
30016071	女士芭蕾舞鞋	B0467	TORY BURCH	汤丽柏琦	0	A01B03C46D01	芭蕾舞鞋
30016070	男士夹克	B0070	RALPH LAUREN	拉尔夫·劳伦	1	A02B02C54D01	夹克
30016069	男士长袖T恤	B0752	VERSACE JEANS COUTURE		1	A02B02C49D01	长袖T恤
30016068	女士过膝靴	B1042	NINE WEST	玖熙	0	A01B03C53D01	过膝靴
30016067	女士过膝靴	B1042	NINE WEST	玖熙	0	A01B03C53D01	过膝靴
30016066	女士过膝靴	B1042	NINE WEST	玖熙	0	A01B03C53D01	过膝靴
30016065	女士及膝靴	B1042	NINE WEST	玖熙	0	A01B03C52D01	及膝靴
30016064	女士及膝靴	B1042	NINE WEST	玖熙	0	A01B03C52D01	及膝靴
30016063	女士及膝靴	B1042	NINE WEST	玖熙	0	A01B03C52D01	及膝靴
30016062	女士及膝靴	B1042	NINE WEST	玖熙	0	A01B03C52D01	及膝靴
30016061	女士及膝靴	B1042	NINE WEST	玖熙	0	A01B03C52D01	及膝靴
30016060	女士及膝靴	B1042	NINE WEST	玖熙	0	A01B03C52D01	及膝靴
30016059	女士及膝靴	B1042	NINE WEST	玖熙	0	A01B03C52D01	及膝靴
30016058	女士及膝靴	B1042	NINE WEST	玖熙	0	A01B03C52D01	及膝靴
30016057	女士及裸靴	B1042	NINE WEST	玖熙	0	A01B03C51D01	及踝靴
30016056	女士及裸靴	B1042	NINE WEST	玖熙	0	A01B03C51D01	及踝靴
30016055	女士及裸靴	B1042	NINE WEST	玖熙	0	A01B03C51D01	及踝靴
30016054	女士短靴	B1042	NINE WEST	玖熙	0	A01B03C51D01	及踝靴
30016053	女士短靴	B1042	NINE WEST	玖熙	0	A01B03C51D01	及踝靴
30016052	女士短靴	B1042	NINE WEST	玖熙	0	A01B03C51D01	及踝靴
30016051	女士短靴	B1042	NINE WEST	玖熙	0	A01B03C51D01	及踝靴
30016050	女士短靴	B1042	NINE WEST	玖熙	0	A01B03C51D01	及踝靴
30016049	女士短靴	B1042	NINE WEST	玖熙	0	A01B03C51D01	及踝靴
30016048	女士短靴	B1042	NINE WEST	玖熙	0	A01B03C51D01	及踝靴
30016047	女士短靴	B1042	NINE WEST	玖熙	0	A01B03C51D01	及踝靴
30016046	女士高跟单鞋	B1042	NINE WEST	玖熙	0	A01B03C40D01	高跟鞋
30016045	女士高跟单鞋	B1042	NINE WEST	玖熙	0	A01B03C40D01	高跟鞋
30016044	女士高跟单鞋	B1042	NINE WEST	玖熙	0	A01B03C40D01	高跟鞋
30016043	女士中跟单鞋	B1042	NINE WEST	玖熙	0	A01B03C41D01	中低跟鞋
30016042	女士中跟单鞋	B1042	NINE WEST	玖熙	0	A01B03C41D01	中低跟鞋
30016041	女士坡跟单鞋	B1042	NINE WEST	玖熙	0	A01B03C42D01	坡跟鞋
30016040	女士平底单鞋	B1042	NINE WEST	玖熙	0	A01B03C34D05	牛津鞋
30016039	女士平底单鞋	B1042	NINE WEST	玖熙	0	A01B03C34D05	牛津鞋
30016038	女士平底单鞋	B1042	NINE WEST	玖熙	0	A01B03C34D05	牛津鞋
30016037	女士平底单鞋	B1042	NINE WEST	玖熙	0	A01B03C34D05	牛津鞋
30016036	女士拼接单鞋	B1042	NINE WEST	玖熙	0	A01B03C34D05	牛津鞋
30016035	男款腰带	B0003	GUCCI	古驰	1	A02B04C21D01	腰带
30016034	Gucci皮带黑色牛皮	B0003	GUCCI	古驰	1	A02B04C21D01	腰带
30016033	男款腰带 休闲	B0003	GUCCI	古驰	1	A02B04C21D01	腰带
30016032	男款腰带	B0003	GUCCI	古驰	1	A02B04C21D01	腰带
30016031	男款腰带	B0003	GUCCI	古驰	1	A02B04C21D01	腰带
30016030	男士双G压花字母扣腰带	B0003	GUCCI	古驰	1	A02B04C21D01	腰带
30016029	男士牛皮简约腰带	B0003	GUCCI	古驰	1	A02B04C21D01	腰带
30016028	黑色 双G花格图纹皮带	B0003	GUCCI	古驰	1	A02B04C21D01	腰带
30016027	GUCCI皮带	B0003	GUCCI	古驰	1	A02B04C21D01	腰带
30016026	GUCCI黑色皮带	B0003	GUCCI	古驰	1	A02B04C21D01	腰带
30016025	GUCCI黑色皮带	B0003	GUCCI	古驰	1	A02B04C21D01	腰带
30016024	黑色双G压纹牛皮金属银扣男士皮带	B0003	GUCCI	古驰	1	A02B04C21D01	腰带
30016023	男士棕色/黑色pvc双面板扣腰带	B0009	FENDI	芬迪	1	A02B04C21D01	腰带
30016022	FENDI男士经典腰带	B0009	FENDI	芬迪	1	A02B04C21D01	腰带
30016021	FENDI男士经典腰带	B0009	FENDI	芬迪	1	A02B04C21D01	腰带
30016020	FENDI男士经典腰带	B0009	FENDI	芬迪	1	A02B04C21D01	腰带
30016019	FENDI男士经典腰带	B0009	FENDI	芬迪	1	A02B04C21D01	腰带
30016018	男士板扣式腰带	B0005	BURBERRY	博柏利	1	A02B04C21D01	腰带
30016017	CHECK格纹 皮带	B0005	BURBERRY	博柏利	1	A02B04C21D01	腰带
30016016	男士經典格子雙面皮帶	B0005	BURBERRY	博柏利	1	A02B04C21D01	腰带
30016015	牛皮板扣式双面腰带	B0005	BURBERRY	博柏利	1	A02B04C21D01	腰带
30016014	男士經典格子雙面皮帶	B0005	BURBERRY	博柏利	1	A02B04C21D01	腰带
30016013	男士灰色格纹针扣式腰带	B0005	BURBERRY	博柏利	1	A02B04C21D01	腰带
30016012	男款Beat Check格子板扣腰带	B0005	BURBERRY	博柏利	1	A02B04C21D01	腰带
30016011	男士双面用腰带皮带	B0005	BURBERRY	博柏利	1	A02B04C21D01	腰带
30016010	编织牛皮镍色方扣男士皮带	B0010	BOTTEGA VENETA	葆蝶家	1	A02B04C21D01	腰带
30016009	BOY LONDON女士黑色哈伦收腿长裤	B2240	BOY LONDON 		0	A01B02C76D01	休闲裤
30016008	BOY LONDON女士黑色哈伦长裤	B2240	BOY LONDON 		0	A01B02C76D01	休闲裤
30016007	BOY LONDON女士黑色打底长裤	B2240	BOY LONDON 		0	A01B02C76D01	休闲裤
30016006	BOY LONDON女士黑色大字母蝙蝠袖卫衣	B2240	BOY LONDON 		0	A01B02C74D01	卫衣
30016005	BOY LONDON女士黑白满鹰拼接蝙蝠袖卫衣	B2240	BOY LONDON 		0	A01B02C74D01	卫衣
30016004	BOY LONDON女式黑色缝制国旗短袖T恤	B2240	BOY LONDON 		0	A01B02C72D05	T恤
30016003	BOY LONDON女式黑色缝制老鹰锁链短袖T恤	B2240	BOY LONDON 		0	A01B02C72D05	T恤
30016002	【2022早春】蔻驰 纯皮棕色男款手提旅行包	B0073	COACH	蔻驰	1	A02B01C01D01	男士手提包
30016001	【2021早春】蔻驰 纯皮黑色男款手提旅行包	B0073	COACH	蔻驰	1	A02B01C01D01	男士手提包
30016000	【2019早春】蔻驰 便携可折叠帆布手提男包	B0073	COACH	蔻驰	1	A02B01C01D01	男士手提包
30015999	【2019早春】蔻驰 便携可折叠帆布手提男包	B0073	COACH	蔻驰	1	A02B01C01D01	男士手提包
30015998	【2018早春】蔻驰 男款棕色真皮双肩包	B0073	COACH	蔻驰	1	A02B01C05D01	男士双肩包
30015997	【2017早春】蔻驰 迷彩色男款运动双肩背包	B0073	COACH	蔻驰	1	A02B01C05D01	男士双肩包
30015996	【2016早春】蔻驰 男款PVC手提斜跨包	B0073	COACH	蔻驰	1	A02B01C04D01	男士斜挎包
30015995	【2015早春】蔻驰 男款纯皮手提斜挎包	B0073	COACH	蔻驰	1	A02B01C04D01	男士斜挎包
30015994	【2015早春】蔻驰 双C印花棕色纯皮单肩斜跨包	B0073	COACH	蔻驰	1	A02B01C04D01	男士斜挎包
30015993	【2015早春】蔻驰 男士PVC英伦范单肩斜挎男包	B0073	COACH	蔻驰	1	A02B01C04D01	男士斜挎包
30015992	【2015早春】蔻驰 男士深棕色纯皮单肩斜挎包	B0073	COACH	蔻驰	1	A02B01C04D01	男士斜挎包
30015991	【2015早春】蔻驰 男士蓝色纯皮单肩斜挎包	B0073	COACH	蔻驰	1	A02B01C04D01	男士斜挎包
30015990	【2015早春】蔻驰 男士蓝色纯皮单肩斜挎方包	B0073	COACH	蔻驰	1	A02B01C04D01	男士斜挎包
30015989	短装羽绒服	B0668	NAVIGARE	纳维凯尔	1	A02B02C45D04	羽绒服
30015988	中装羽绒服	B0668	NAVIGARE	纳维凯尔	1	A02B02C45D04	羽绒服
30015987	短装羽绒服	B0668	NAVIGARE	纳维凯尔	1	A02B02C45D04	羽绒服
30015986	短装羽绒服	B0668	NAVIGARE	纳维凯尔	1	A02B02C45D04	羽绒服
30015985	短装羽绒服	B0668	NAVIGARE	纳维凯尔	1	A02B02C45D04	羽绒服
30015984	长袖半开领毛衣	B0668	NAVIGARE	纳维凯尔	1	A02B02C47D04	时尚运动
30015983	长袖格子衬衫	B0668	NAVIGARE	纳维凯尔	1	A02B02C52D01	长袖衬衫
30015982	长袖格子衬衫	B0668	NAVIGARE	纳维凯尔	1	A02B02C52D01	长袖衬衫
30015981	长袖反领T恤	B0668	NAVIGARE	纳维凯尔	1	A02B02C49D01	长袖T恤
30015980	短装羽绒服	B0668	NAVIGARE	纳维凯尔	1	A02B02C45D04	羽绒服
30015979	卫衣	B0668	NAVIGARE	纳维凯尔	1	A02B02C47D04	时尚运动
30015978	中装棉衣	B0668	NAVIGARE	纳维凯尔	1	A02B02C47D04	时尚运动
30015977	长袖开衫毛衣	B0668	NAVIGARE	纳维凯尔	1	A02B02C47D04	时尚运动
30015976	长袖高领毛衣	B0668	NAVIGARE	纳维凯尔	1	A02B02C47D04	时尚运动
30015975	长袖高领毛衣	B0668	NAVIGARE	纳维凯尔	1	A02B02C47D04	时尚运动
30015974	长袖v领毛衣	B0668	NAVIGARE	纳维凯尔	1	A02B02C47D04	时尚运动
30015973	长袖v领毛衣	B0668	NAVIGARE	纳维凯尔	1	A02B02C47D04	时尚运动
30015972	长装风衣	B0668	NAVIGARE	纳维凯尔	1	A02B02C57D01	风衣
30015971	长袖反领衬衫	B0668	NAVIGARE	纳维凯尔	1	A02B02C52D01	长袖衬衫
30015970	中装棉衣	B0668	NAVIGARE	纳维凯尔	1	A02B02C47D04	时尚运动
30015969	长袖反领衬衫	B0668	NAVIGARE	纳维凯尔	1	A02B02C52D01	长袖衬衫
30015968	长袖反领T恤	B0668	NAVIGARE	纳维凯尔	1	A02B02C49D01	长袖T恤
30015967	【2015早春】蔻驰 男士橘色纯皮长款钱夹	B0073	COACH	蔻驰	1	A02B01C15D01	长款钱夹
30015966	【2015早春】蔻驰 男士红色纯皮长款钱夹	B0073	COACH	蔻驰	1	A02B01C15D01	长款钱夹
30015965	【2015早春】蔻驰 男士橘色纯皮短款钱夹	B0073	COACH	蔻驰	1	A02B01C15D02	短款钱夹
30015964	【2015早春】蔻驰 男士浅棕色纯皮短款钱夹	B0073	COACH	蔻驰	1	A02B01C15D02	短款钱夹
30015963	【2015早春】蔻驰 男士棕色纯皮短款钱夹	B0073	COACH	蔻驰	1	A02B01C15D02	短款钱夹
